train_loss,dev_loss
9718.6953125,41.69939041137695
12480.6845703125,
9236.4140625,
6780.10986328125,
5687.6708984375,
4698.23681640625,
4018.573974609375,
3354.925537109375,
2737.171630859375,
2392.85888671875,
2256.068603515625,
1881.8280029296875,
1599.193115234375,
1525.054443359375,
1263.581298828125,
1213.6414794921875,
1096.590576171875,
978.6239013671875,
911.0934448242188,
991.66015625,
872.9724731445312,
773.181396484375,
803.7483520507812,
697.9053955078125,
688.0203857421875,
656.03564453125,
593.9517211914062,
580.7673950195312,
538.7971801757812,
523.1158447265625,
491.4769592285156,
490.9387512207031,
466.73382568359375,
575.1709594726562,
455.68792724609375,
438.169189453125,
546.6378784179688,
405.9347229003906,
403.69915771484375,
407.5393371582031,
398.9150085449219,
374.4728698730469,
358.874267578125,
367.3501281738281,
382.51348876953125,
378.5498962402344,
363.8113708496094,
350.8529357910156,
314.4268493652344,
303.8992004394531,
333.2188415527344,
332.904296875,
289.54766845703125,
277.4490051269531,
309.187255859375,
314.7940979003906,
255.2398223876953,
276.6043395996094,
256.8379821777344,
242.08042907714844,
260.02471923828125,
254.0791473388672,
259.6466979980469,
255.19520568847656,
257.63592529296875,
226.4161834716797,
239.06272888183594,
223.85894775390625,
258.43292236328125,
202.43853759765625,
202.18272399902344,
199.7510223388672,
203.0765380859375,
206.05210876464844,
227.30113220214844,
216.32308959960938,
206.1746826171875,
195.7960205078125,
188.614501953125,
186.87930297851562,
199.09396362304688,
191.3198699951172,
168.8509063720703,
184.6541748046875,
204.1639862060547,
171.60714721679688,
159.88906860351562,
182.1267852783203,
173.33209228515625,
158.9237823486328,
172.56741333007812,
150.5336456298828,
136.68319702148438,
171.66375732421875,
185.83905029296875,
159.16827392578125,
157.50973510742188,
159.3651885986328,
171.98410034179688,
158.2106170654297,
153.81735229492188,
133.02642822265625,
133.50778198242188,
140.17198181152344,
144.9569854736328,
132.07643127441406,
168.6942901611328,
176.65237426757812,
133.76412963867188,
138.79751586914062,
152.1490478515625,
169.03370666503906,
137.0313262939453,
138.22354125976562,
127.65618896484375,
119.35971069335938,
156.25071716308594,
127.55778503417969,
158.21875,
135.42774963378906,
116.44779205322266,
107.33699035644531,
170.22972106933594,
120.82916259765625,
117.00061798095703,
109.58490753173828,
112.96764373779297,
132.38023376464844,
131.93521118164062,
160.29005432128906,
139.2264862060547,
132.07772827148438,
141.72659301757812,
128.99557495117188,
108.54301452636719,
103.31592559814453,
136.61575317382812,
119.11863708496094,
100.95166015625,
114.69261169433594,
100.87349700927734,
117.2625503540039,
153.10890197753906,
100.81941223144531,
149.9324493408203,
151.37489318847656,
124.13539123535156,
139.02203369140625,
91.03206634521484,
159.01173400878906,
101.2578125,
96.5322036743164,
141.1393585205078,
112.26204681396484,
97.39643859863281,
130.58685302734375,
166.6855010986328,
118.4190444946289,
104.81427001953125,
108.77153015136719,
114.0067138671875,
98.64533233642578,
123.12589263916016,
105.52409362792969,
124.02413177490234,
133.7863006591797,
97.02169036865234,
123.03609466552734,
127.49642181396484,
90.2265625,
117.38540649414062,
95.5440444946289,
134.42633056640625,
105.03685760498047,
130.82423400878906,
89.5423583984375,
94.24147033691406,
123.70468139648438,
85.87950897216797,
98.23640441894531,
73.55247497558594,
130.51834106445312,
123.71006774902344,
88.45226287841797,
97.74270629882812,
117.48790740966797,
100.83872985839844,
86.4305419921875,
95.16436767578125,
139.82864379882812,
134.67466735839844,
104.19194030761719,
112.76287841796875,
112.32819366455078,
94.91252136230469,
98.2303695678711,
114.78355407714844,
105.1559829711914,
72.92093658447266,
103.45642852783203,
86.95668029785156,
78.17854309082031,
81.02241516113281,
121.02738952636719,
110.31504821777344,
81.32846069335938,
78.79402160644531,
98.29230499267578,
91.05765533447266,
77.04698944091797,
86.14263153076172,
108.26058197021484,
116.56855010986328,
120.26571655273438,
138.77381896972656,
94.90924072265625,
117.14582061767578,
130.45437622070312,
110.0270004272461,
82.11044311523438,
85.7136459350586,
92.25520324707031,
109.74565887451172,
91.47681427001953,
107.30564880371094,
108.73309326171875,
149.1461639404297,
92.46612548828125,
83.94583129882812,
92.92786407470703,
111.74504089355469,
75.33366394042969,
84.23339080810547,
91.59940338134766,
89.39176177978516,
78.88778686523438,
99.87417602539062,
87.05972290039062,
99.79805755615234,
79.63381958007812,
106.23927307128906,
92.03581237792969,
108.14164733886719,
82.84709930419922,
87.87532043457031,
67.63675689697266,
92.22601318359375,
73.29533386230469,
114.6337661743164,
109.83789825439453,
78.85617065429688,
86.46556091308594,
78.77135467529297,
110.0891342163086,
94.2481689453125,
101.7907943725586,
108.36817932128906,
161.7303466796875,
72.49678802490234,
85.07706451416016,
62.82615280151367,
81.0433349609375,
74.18224334716797,
100.74320220947266,
96.18488311767578,
95.38130187988281,
78.08523559570312,
76.73738098144531,
83.57518768310547,
55.81012725830078,
99.9544906616211,
111.11959838867188,
90.04397583007812,
108.88156127929688,
102.9221420288086,
87.5730972290039,
79.2992172241211,
89.32085418701172,
81.50863647460938,
126.48617553710938,
61.032447814941406,
72.24861907958984,
59.71893310546875,
72.07915496826172,
102.1319580078125,
103.12164306640625,
73.08891296386719,
107.67731475830078,
67.23433685302734,
87.34819030761719,
74.16509246826172,
77.11053466796875,
84.07173156738281,
79.79480743408203,
98.20658874511719,
97.52747344970703,
65.98033142089844,
107.22232818603516,
86.82461547851562,
84.14911651611328,
55.34376907348633,
122.02937316894531,
100.92520141601562,
81.5435562133789,
54.239864349365234,
64.9279556274414,
80.8467788696289,
112.34996795654297,
95.10954284667969,
80.48274993896484,
122.32305908203125,
66.00875091552734,
86.03709411621094,
90.14141845703125,
68.44194793701172,
85.66736602783203,
106.37834167480469,
75.32805633544922,
91.806884765625,
84.6384048461914,
76.49214935302734,
84.2577896118164,
55.33580017089844,
78.44579315185547,
